conflict_label,is_conflict,station,stop_name,platform,trip_id,route_id,route_name,trip_headsign,scheduled_arrival,scheduled_departure,actual_arrival,delay_minutes,conflict_flags,severity,time_of_day,service_date,source
delay_propagation_conflict,True,London Waterloo,London Waterloo,Platform 7,LOND_EAST_0830_8884,east_coast_main_line,East Coast Main Line,York,08:30:00,08:32:00,08:56:00,26,Incoming delay affects downstream schedule,moderate,morning_peak,2026-01-28,synthetic
headway_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 1,EDIN_GREA_0730_5203,great_western_main_line,Great Western Main Line,Bristol,07:30:00,07:32:00,07:46:00,16,Insufficient time between consecutive trains,moderate,morning_peak,2026-01-28,synthetic
service_gap_conflict,True,York,York,Platform 4,YORK_MIDL_1645_1434,midland_main_line,Midland Main Line,Birmingham New Street,16:45:00,16:47:00,17:40:00,55,Excessive gap in service on a route,severe,off_peak,2026-01-28,synthetic
headway_conflict,True,York,York,Platform 3,YORK_MIDL_1745_9134,midland_main_line,Midland Main Line,Birmingham New Street,17:45:00,17:47:00,17:52:00,7,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
normal,False,London Kings Cross,London Kings Cross,Platform 7,LOND_GREA_1230_8368,great_western_main_line,Great Western Main Line,Bristol,12:30:00,12:32:00,,0,,none,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,York,York,Platform 6,YORK_WEST_2145_9032,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,21:45:00,21:47:00,22:34:00,49,Too many trains competing for limited platforms,severe,night,2026-01-28,synthetic
headway_conflict,True,London Waterloo,London Waterloo,Platform 7,LOND_WEST_2000_7479,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,20:00:00,20:02:00,20:10:00,10,Insufficient time between consecutive trains,minor,night,2026-01-28,synthetic
headway_conflict,True,London Euston,London Euston,Platform 11,LOND_EAST_0700_5084,east_coast_main_line,East Coast Main Line,York,07:00:00,07:02:00,07:08:00,8,Insufficient time between consecutive trains,minor,morning_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,York,York,Platform 2,YORK_SOUT_1115_8604,south_western_main_line,South Western Main Line,Southampton,11:15:00,11:17:00,12:09:00,54,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
transfer_timing_conflict,True,London Victoria,London Victoria,Platform 4,LOND_EAST_1715_2244,east_coast_main_line,East Coast Main Line,Leeds,17:15:00,17:17:00,17:21:00,6,Insufficient connection time between services,minor,evening_peak,2026-01-28,synthetic
normal,False,London Kings Cross,London Kings Cross,Platform 10,LOND_WEST_1400_2918,west_coast_main_line,West Coast Main Line,Glasgow Central,14:00:00,14:02:00,,0,,none,off_peak,2026-01-28,synthetic
platform_conflict,True,London Kings Cross,London Kings Cross,Platform 1,LOND_WEST_1815_8234,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,18:15:00,18:17:00,18:58:00,43,Two trains scheduled for same platform at overlapping times,severe,evening_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London Victoria,London Victoria,Platform 6,LOND_EAST_0615_6185,east_coast_main_line,East Coast Main Line,York,06:15:00,06:17:00,06:54:00,39,Too many trains competing for limited platforms,severe,morning_peak,2026-01-28,synthetic
platform_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 6,EDIN_WEST_1915_3782,west_coast_main_line,West Coast Main Line,Glasgow Central,19:15:00,19:17:00,19:54:00,39,Two trains scheduled for same platform at overlapping times,severe,evening_peak,2026-01-28,synthetic
platform_conflict,True,London Euston,London Euston,Platform 10,LOND_WEST_1845_9896,west_coast_main_line,West Coast Main Line,Birmingham New Street,18:45:00,18:47:00,19:28:00,43,Two trains scheduled for same platform at overlapping times,severe,evening_peak,2026-01-28,synthetic
platform_conflict,True,London St Pancras,London St Pancras,Platform 2,LOND_WEST_2245_3722,west_coast_main_line,West Coast Main Line,Birmingham New Street,22:45:00,22:47:00,23:06:00,21,Two trains scheduled for same platform at overlapping times,moderate,night,2026-01-28,synthetic
headway_conflict,True,London St Pancras,London St Pancras,Platform 7,LOND_GREA_1830_2354,great_western_main_line,Great Western Main Line,Bristol,18:30:00,18:32:00,18:50:00,20,Insufficient time between consecutive trains,moderate,evening_peak,2026-01-28,synthetic
platform_conflict,True,Glasgow Central,Glasgow Central,Platform 5,GLAS_WEST_1615_5931,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,16:15:00,16:17:00,16:44:00,29,Two trains scheduled for same platform at overlapping times,moderate,off_peak,2026-01-28,synthetic
platform_conflict,True,London Victoria,London Victoria,Platform 2,LOND_MIDL_1730_3128,midland_main_line,Midland Main Line,Birmingham New Street,17:30:00,17:32:00,17:48:00,18,Two trains scheduled for same platform at overlapping times,moderate,evening_peak,2026-01-28,synthetic
service_gap_conflict,True,London Paddington,London Paddington,Platform 9,LOND_MIDL_1030_2622,midland_main_line,Midland Main Line,Birmingham New Street,10:30:00,10:32:00,11:54:00,84,Excessive gap in service on a route,severe,off_peak,2026-01-28,synthetic
platform_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 11,MANC_EAST_2015_5628,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,20:15:00,20:17:00,20:46:00,31,Two trains scheduled for same platform at overlapping times,severe,night,2026-01-28,synthetic
delay_propagation_conflict,True,London Kings Cross,London Kings Cross,Platform 7,LOND_MIDL_2030_9853,midland_main_line,Midland Main Line,Birmingham New Street,20:30:00,20:32:00,20:42:00,12,Incoming delay affects downstream schedule,minor,night,2026-01-28,synthetic
headway_conflict,True,London Victoria,London Victoria,Platform 4,LOND_WEST_1215_6737,west_coast_main_line,West Coast Main Line,Birmingham New Street,12:15:00,12:17:00,12:22:00,7,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
transfer_timing_conflict,True,London Euston,London Euston,Platform 14,LOND_GREA_1830_7270,great_western_main_line,Great Western Main Line,Bristol,18:30:00,18:32:00,18:42:00,12,Insufficient connection time between services,minor,evening_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London Waterloo,London Waterloo,Platform 6,LOND_WEST_0600_4731,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,06:00:00,06:02:00,07:01:00,61,Too many trains competing for limited platforms,severe,morning_peak,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 4,MANC_EAST_1615_4835,east_coast_main_line,East Coast Main Line,York,16:15:00,16:17:00,16:31:00,16,Insufficient time between consecutive trains,moderate,off_peak,2026-01-28,synthetic
normal,False,Glasgow Central,Glasgow Central,Platform 1,GLAS_WEST_0815_1832,west_coast_main_line,West Coast Main Line,Birmingham New Street,08:15:00,08:17:00,,0,,none,morning_peak,2026-01-28,synthetic
headway_conflict,True,London Kings Cross,London Kings Cross,Platform 5,LOND_SOUT_1700_6508,south_western_main_line,South Western Main Line,Southampton,17:00:00,17:02:00,17:18:00,18,Insufficient time between consecutive trains,moderate,evening_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,Glasgow Central,Glasgow Central,Platform 5,GLAS_WEST_1200_9050,west_coast_main_line,West Coast Main Line,Birmingham New Street,12:00:00,12:02:00,13:30:00,90,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,Leeds,Leeds,Platform 4,LEED_SOUT_1045_2901,south_western_main_line,South Western Main Line,Southampton,10:45:00,10:47:00,11:23:00,38,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,York,York,Platform 4,YORK_SOUT_1200_6839,south_western_main_line,South Western Main Line,Southampton,12:00:00,12:02:00,12:16:00,16,Schedule doesn't match published timetable,moderate,off_peak,2026-01-28,synthetic
normal,False,Glasgow Central,Glasgow Central,Platform 8,GLAS_WEST_2115_5444,west_coast_main_line,West Coast Main Line,Birmingham New Street,21:15:00,21:17:00,,0,,none,night,2026-01-28,synthetic
delay_propagation_conflict,True,Leeds,Leeds,Platform 5,LEED_WEST_1345_1343,west_coast_main_line,West Coast Main Line,Birmingham New Street,13:45:00,13:47:00,14:11:00,26,Incoming delay affects downstream schedule,moderate,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London St Pancras,London St Pancras,Platform 13,LOND_EAST_1530_5089,east_coast_main_line,East Coast Main Line,Leeds,15:30:00,15:32:00,16:10:00,40,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
service_gap_conflict,True,Birmingham New Street,Birmingham New Street,Platform 1,BIRM_GREA_1915_9730,great_western_main_line,Great Western Main Line,Bristol,19:15:00,19:17:00,20:05:00,50,Excessive gap in service on a route,severe,evening_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London Euston,London Euston,Platform 15,LOND_WEST_2045_7434,west_coast_main_line,West Coast Main Line,Glasgow Central,20:45:00,20:47:00,21:47:00,62,Too many trains competing for limited platforms,severe,night,2026-01-28,synthetic
capacity_congestion_conflict,True,London Euston,London Euston,Platform 3,LOND_SOUT_0615_2205,south_western_main_line,South Western Main Line,Southampton,06:15:00,06:17:00,07:05:00,50,Too many trains competing for limited platforms,severe,morning_peak,2026-01-28,synthetic
platform_conflict,True,London Euston,London Euston,Platform 7,LOND_SOUT_1200_2070,south_western_main_line,South Western Main Line,Southampton,12:00:00,12:02:00,12:42:00,42,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
headway_conflict,True,York,York,Platform 1,YORK_WEST_2045_3565,west_coast_main_line,West Coast Main Line,Glasgow Central,20:45:00,20:47:00,20:54:00,9,Insufficient time between consecutive trains,minor,night,2026-01-28,synthetic
headway_conflict,True,Leeds,Leeds,Platform 3,LEED_SOUT_1615_8486,south_western_main_line,South Western Main Line,Southampton,16:15:00,16:17:00,16:35:00,20,Insufficient time between consecutive trains,moderate,off_peak,2026-01-28,synthetic
headway_conflict,True,Birmingham New Street,Birmingham New Street,Platform 4,BIRM_WEST_1800_2500,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,18:00:00,18:02:00,18:05:00,5,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
platform_conflict,True,London St Pancras,London St Pancras,Platform 6,LOND_MIDL_0745_8902,midland_main_line,Midland Main Line,Birmingham New Street,07:45:00,07:47:00,08:08:00,23,Two trains scheduled for same platform at overlapping times,moderate,morning_peak,2026-01-28,synthetic
headway_conflict,True,York,York,Platform 2,YORK_WEST_1915_6634,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,19:15:00,19:17:00,19:26:00,11,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
platform_conflict,True,Leeds,Leeds,Platform 8,LEED_SOUT_1545_2822,south_western_main_line,South Western Main Line,Southampton,15:45:00,15:47:00,16:12:00,27,Two trains scheduled for same platform at overlapping times,moderate,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London Waterloo,London Waterloo,Platform 8,LOND_EAST_0900_4507,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,09:00:00,09:02:00,10:21:00,81,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,York,York,Platform 1,YORK_GREA_1645_1279,great_western_main_line,Great Western Main Line,Bristol,16:45:00,16:47:00,17:00:00,15,Incoming delay affects downstream schedule,minor,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London Kings Cross,London Kings Cross,Platform 11,LOND_EAST_1200_8039,east_coast_main_line,East Coast Main Line,York,12:00:00,12:02:00,12:27:00,27,Too many trains competing for limited platforms,moderate,off_peak,2026-01-28,synthetic
headway_conflict,True,London Euston,London Euston,Platform 17,LOND_EAST_1500_3433,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,15:00:00,15:02:00,15:17:00,17,Insufficient time between consecutive trains,moderate,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 5,MANC_EAST_2230_4411,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,22:30:00,22:32:00,23:09:00,39,Too many trains competing for limited platforms,severe,night,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 13,MANC_WEST_2115_4585,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,21:15:00,21:17:00,21:31:00,16,Insufficient time between consecutive trains,moderate,night,2026-01-28,synthetic
platform_conflict,True,York,York,Platform 8,YORK_WEST_2230_7460,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,22:30:00,22:32:00,22:45:00,15,Two trains scheduled for same platform at overlapping times,minor,night,2026-01-28,synthetic
capacity_congestion_conflict,True,London Paddington,London Paddington,Platform 1,LOND_GREA_1615_5237,great_western_main_line,Great Western Main Line,Bristol,16:15:00,16:17:00,16:39:00,24,Too many trains competing for limited platforms,moderate,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,London St Pancras,London St Pancras,Platform 8,LOND_EAST_0630_6594,east_coast_main_line,East Coast Main Line,York,06:30:00,06:32:00,06:56:00,26,Incoming delay affects downstream schedule,moderate,morning_peak,2026-01-28,synthetic
platform_conflict,True,London Paddington,London Paddington,Platform 2,LOND_WEST_1130_7703,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,11:30:00,11:32:00,12:11:00,41,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,London Waterloo,London Waterloo,Platform 4,LOND_MIDL_2230_8732,midland_main_line,Midland Main Line,Birmingham New Street,22:30:00,22:32:00,22:48:00,18,Incoming delay affects downstream schedule,moderate,night,2026-01-28,synthetic
service_gap_conflict,True,London Euston,London Euston,Platform 4,LOND_EAST_0815_6308,east_coast_main_line,East Coast Main Line,York,08:15:00,08:17:00,10:05:00,110,Excessive gap in service on a route,severe,morning_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,London Euston,London Euston,Platform 9,LOND_WEST_2100_4162,west_coast_main_line,West Coast Main Line,Glasgow Central,21:00:00,21:02:00,21:14:00,14,Schedule doesn't match published timetable,minor,night,2026-01-28,synthetic
headway_conflict,True,Leeds,Leeds,Platform 7,LEED_WEST_1145_9517,west_coast_main_line,West Coast Main Line,Birmingham New Street,11:45:00,11:47:00,11:55:00,10,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
headway_conflict,True,London Kings Cross,London Kings Cross,Platform 5,LOND_WEST_1445_3690,west_coast_main_line,West Coast Main Line,Glasgow Central,14:45:00,14:47:00,15:05:00,20,Insufficient time between consecutive trains,moderate,off_peak,2026-01-28,synthetic
headway_conflict,True,London Euston,London Euston,Platform 4,LOND_MIDL_1645_2647,midland_main_line,Midland Main Line,Birmingham New Street,16:45:00,16:47:00,17:05:00,20,Insufficient time between consecutive trains,moderate,off_peak,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 5,MANC_SOUT_1245_5066,south_western_main_line,South Western Main Line,Southampton,12:45:00,12:47:00,12:59:00,14,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,Glasgow Central,Glasgow Central,Platform 1,GLAS_EAST_0730_1188,east_coast_main_line,East Coast Main Line,Leeds,07:30:00,07:32:00,07:46:00,16,Incoming delay affects downstream schedule,moderate,morning_peak,2026-01-28,synthetic
delay_propagation_conflict,True,London Kings Cross,London Kings Cross,Platform 2,LOND_WEST_2100_7933,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,21:00:00,21:02:00,21:45:00,45,Incoming delay affects downstream schedule,severe,night,2026-01-28,synthetic
delay_propagation_conflict,True,London Kings Cross,London Kings Cross,Platform 10,LOND_WEST_1015_8032,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,10:15:00,10:17:00,10:53:00,38,Incoming delay affects downstream schedule,severe,off_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,York,York,Platform 3,YORK_EAST_1215_5199,east_coast_main_line,East Coast Main Line,York,12:15:00,12:17:00,12:24:00,9,Schedule doesn't match published timetable,minor,off_peak,2026-01-28,synthetic
platform_conflict,True,London Paddington,London Paddington,Platform 1,LOND_GREA_2230_8075,great_western_main_line,Great Western Main Line,Bristol,22:30:00,22:32:00,23:04:00,34,Two trains scheduled for same platform at overlapping times,severe,night,2026-01-28,synthetic
headway_conflict,True,Birmingham New Street,Birmingham New Street,Platform 7,BIRM_MIDL_0600_7783,midland_main_line,Midland Main Line,Birmingham New Street,06:00:00,06:02:00,06:11:00,11,Insufficient time between consecutive trains,minor,morning_peak,2026-01-28,synthetic
service_gap_conflict,True,London Euston,London Euston,Platform 9,LOND_WEST_1045_4930,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,10:45:00,10:47:00,12:05:00,80,Excessive gap in service on a route,severe,off_peak,2026-01-28,synthetic
service_gap_conflict,True,London Kings Cross,London Kings Cross,Platform 11,LOND_SOUT_1230_3853,south_western_main_line,South Western Main Line,Southampton,12:30:00,12:32:00,13:04:00,34,Excessive gap in service on a route,severe,off_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Birmingham New Street,Birmingham New Street,Platform 3,BIRM_EAST_1715_1159,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,17:15:00,17:17:00,17:41:00,26,Schedule doesn't match published timetable,moderate,evening_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 8,MANC_WEST_1100_6551,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,11:00:00,11:02:00,12:15:00,75,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
platform_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 6,MANC_SOUT_1845_7397,south_western_main_line,South Western Main Line,Southampton,18:45:00,18:47:00,19:23:00,38,Two trains scheduled for same platform at overlapping times,severe,evening_peak,2026-01-28,synthetic
platform_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 8,EDIN_WEST_1915_7793,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,19:15:00,19:17:00,19:40:00,25,Two trains scheduled for same platform at overlapping times,moderate,evening_peak,2026-01-28,synthetic
platform_conflict,True,London Victoria,London Victoria,Platform 5,LOND_SOUT_1615_9382,south_western_main_line,South Western Main Line,Southampton,16:15:00,16:17:00,16:39:00,24,Two trains scheduled for same platform at overlapping times,moderate,off_peak,2026-01-28,synthetic
headway_conflict,True,London Paddington,London Paddington,Platform 10,LOND_EAST_1730_2545,east_coast_main_line,East Coast Main Line,York,17:30:00,17:32:00,17:40:00,10,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
headway_conflict,True,London St Pancras,London St Pancras,Platform 7,LOND_EAST_1130_3690,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,11:30:00,11:32:00,11:41:00,11,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
service_gap_conflict,True,London Paddington,London Paddington,Platform 5,LOND_WEST_1445_8392,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,14:45:00,14:47:00,16:01:00,76,Excessive gap in service on a route,severe,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,Glasgow Central,Glasgow Central,Platform 7,GLAS_GREA_2115_2910,great_western_main_line,Great Western Main Line,Bristol,21:15:00,21:17:00,22:28:00,73,Too many trains competing for limited platforms,severe,night,2026-01-28,synthetic
headway_conflict,True,London Euston,London Euston,Platform 10,LOND_MIDL_1730_1030,midland_main_line,Midland Main Line,Birmingham New Street,17:30:00,17:32:00,17:43:00,13,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
headway_conflict,True,London Victoria,London Victoria,Platform 6,LOND_MIDL_0945_1517,midland_main_line,Midland Main Line,Birmingham New Street,09:45:00,09:47:00,09:58:00,13,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 1,EDIN_EAST_1000_5279,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,10:00:00,10:02:00,10:32:00,32,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 10,MANC_SOUT_1645_2654,south_western_main_line,South Western Main Line,Southampton,16:45:00,16:47:00,16:51:00,6,Schedule doesn't match published timetable,minor,off_peak,2026-01-28,synthetic
platform_conflict,True,York,York,Platform 2,YORK_EAST_0600_9669,east_coast_main_line,East Coast Main Line,York,06:00:00,06:02:00,06:43:00,43,Two trains scheduled for same platform at overlapping times,severe,morning_peak,2026-01-28,synthetic
service_gap_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 1,EDIN_EAST_1645_4148,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,16:45:00,16:47:00,18:15:00,90,Excessive gap in service on a route,severe,off_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,London Victoria,London Victoria,Platform 7,LOND_SOUT_1100_4427,south_western_main_line,South Western Main Line,Southampton,11:00:00,11:02:00,11:28:00,28,Schedule doesn't match published timetable,moderate,off_peak,2026-01-28,synthetic
headway_conflict,True,London Kings Cross,London Kings Cross,Platform 10,LOND_EAST_1715_9881,east_coast_main_line,East Coast Main Line,Leeds,17:15:00,17:17:00,17:20:00,5,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
headway_conflict,True,London Kings Cross,London Kings Cross,Platform 8,LOND_WEST_1415_9266,west_coast_main_line,West Coast Main Line,Birmingham New Street,14:15:00,14:17:00,14:20:00,5,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
service_gap_conflict,True,York,York,Platform 1,YORK_SOUT_2015_7666,south_western_main_line,South Western Main Line,Southampton,20:15:00,20:17:00,21:42:00,87,Excessive gap in service on a route,severe,night,2026-01-28,synthetic
headway_conflict,True,London Euston,London Euston,Platform 17,LOND_MIDL_1830_9775,midland_main_line,Midland Main Line,Birmingham New Street,18:30:00,18:32:00,18:47:00,17,Insufficient time between consecutive trains,moderate,evening_peak,2026-01-28,synthetic
platform_conflict,True,London Victoria,London Victoria,Platform 1,LOND_WEST_1115_4665,west_coast_main_line,West Coast Main Line,Birmingham New Street,11:15:00,11:17:00,11:44:00,29,Two trains scheduled for same platform at overlapping times,moderate,off_peak,2026-01-28,synthetic
platform_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 13,MANC_SOUT_1600_6848,south_western_main_line,South Western Main Line,Southampton,16:00:00,16:02:00,16:45:00,45,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
normal,False,Leeds,Leeds,Platform 6,LEED_MIDL_1015_8282,midland_main_line,Midland Main Line,Birmingham New Street,10:15:00,10:17:00,,0,,none,off_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 7,EDIN_WEST_1300_6586,west_coast_main_line,West Coast Main Line,Glasgow Central,13:00:00,13:02:00,13:19:00,19,Schedule doesn't match published timetable,moderate,off_peak,2026-01-28,synthetic
headway_conflict,True,York,York,Platform 2,YORK_EAST_1000_9954,east_coast_main_line,East Coast Main Line,Edinburgh Waverley,10:00:00,10:02:00,10:05:00,5,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,London St Pancras,London St Pancras,Platform 11,LOND_SOUT_1515_9072,south_western_main_line,South Western Main Line,Southampton,15:15:00,15:17:00,15:35:00,20,Incoming delay affects downstream schedule,moderate,off_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London St Pancras,London St Pancras,Platform 13,LOND_EAST_0830_2454,east_coast_main_line,East Coast Main Line,York,08:30:00,08:32:00,09:54:00,84,Too many trains competing for limited platforms,severe,morning_peak,2026-01-28,synthetic
normal,False,Leeds,Leeds,Platform 2,LEED_MIDL_1130_9944,midland_main_line,Midland Main Line,Birmingham New Street,11:30:00,11:32:00,,0,,none,off_peak,2026-01-28,synthetic
platform_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 11,MANC_EAST_1515_5980,east_coast_main_line,East Coast Main Line,Leeds,15:15:00,15:17:00,15:42:00,27,Two trains scheduled for same platform at overlapping times,moderate,off_peak,2026-01-28,synthetic
service_gap_conflict,True,Glasgow Central,Glasgow Central,Platform 5,GLAS_GREA_1400_7881,great_western_main_line,Great Western Main Line,Bristol,14:00:00,14:02:00,15:52:00,112,Excessive gap in service on a route,severe,off_peak,2026-01-28,synthetic
delay_propagation_conflict,True,London Euston,London Euston,Platform 2,LOND_WEST_1200_1382,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,12:00:00,12:02:00,12:32:00,32,Incoming delay affects downstream schedule,severe,off_peak,2026-01-28,synthetic
platform_conflict,True,Glasgow Central,Glasgow Central,Platform 5,GLAS_WEST_0815_1088,west_coast_main_line,West Coast Main Line,Glasgow Central,08:15:00,08:17:00,08:58:00,43,Two trains scheduled for same platform at overlapping times,severe,morning_peak,2026-01-28,synthetic
platform_conflict,True,London Kings Cross,London Kings Cross,Platform 1,LOND_SOUT_0700_5142,south_western_main_line,South Western Main Line,Southampton,07:00:00,07:02:00,07:30:00,30,Two trains scheduled for same platform at overlapping times,moderate,morning_peak,2026-01-28,synthetic
platform_conflict,True,London Paddington,London Paddington,Platform 7,LOND_EAST_1930_8554,east_coast_main_line,East Coast Main Line,York,19:30:00,19:32:00,19:57:00,27,Two trains scheduled for same platform at overlapping times,moderate,evening_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,Edinburgh Waverley,Edinburgh Waverley,Platform 3,EDIN_WEST_1115_8508,west_coast_main_line,West Coast Main Line,Birmingham New Street,11:15:00,11:17:00,11:25:00,10,Schedule doesn't match published timetable,minor,off_peak,2026-01-28,synthetic
headway_conflict,True,Glasgow Central,Glasgow Central,Platform 2,GLAS_WEST_1700_4645,west_coast_main_line,West Coast Main Line,Glasgow Central,17:00:00,17:02:00,17:14:00,14,Insufficient time between consecutive trains,minor,evening_peak,2026-01-28,synthetic
platform_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 9,MANC_WEST_2015_5546,west_coast_main_line,West Coast Main Line,Glasgow Central,20:15:00,20:17:00,20:52:00,37,Two trains scheduled for same platform at overlapping times,severe,night,2026-01-28,synthetic
headway_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 7,MANC_WEST_0630_8593,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,06:30:00,06:32:00,06:49:00,19,Insufficient time between consecutive trains,moderate,morning_peak,2026-01-28,synthetic
capacity_congestion_conflict,True,London Waterloo,London Waterloo,Platform 4,LOND_SOUT_1215_9113,south_western_main_line,South Western Main Line,Southampton,12:15:00,12:17:00,12:59:00,44,Too many trains competing for limited platforms,severe,off_peak,2026-01-28,synthetic
headway_conflict,True,London St Pancras,London St Pancras,Platform 8,LOND_SOUT_1630_9232,south_western_main_line,South Western Main Line,Southampton,16:30:00,16:32:00,16:43:00,13,Insufficient time between consecutive trains,minor,off_peak,2026-01-28,synthetic
platform_conflict,True,London Paddington,London Paddington,Platform 2,LOND_WEST_1430_1510,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,14:30:00,14:32:00,15:02:00,32,Two trains scheduled for same platform at overlapping times,severe,off_peak,2026-01-28,synthetic
platform_conflict,True,Manchester Piccadilly,Manchester Piccadilly,Platform 3,MANC_WEST_0600_9030,west_coast_main_line,West Coast Main Line,Manchester Piccadilly,06:00:00,06:02:00,06:39:00,39,Two trains scheduled for same platform at overlapping times,severe,morning_peak,2026-01-28,synthetic
schedule_inconsistency_conflict,True,York,York,Platform 4,YORK_GREA_0815_6077,great_western_main_line,Great Western Main Line,Bristol,08:15:00,08:17:00,08:29:00,14,Schedule doesn't match published timetable,minor,morning_peak,2026-01-28,synthetic
